,MonthlyIncomeRange,YearsWithCurrManager,YearsSinceLastPromotion,YearsInCurrentRole,YearsAtCompany,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,StockOptionLevel,RelationshipSatisfaction,PerformanceRating,PercentSalaryHike,OverTime,NumCompaniesWorked,MaritalStatus,JobSatisfaction,JobRole,JobLevel,JobInvolvement,Gender,EnvironmentSatisfaction,EducationField,Education,DistanceFromHome,Department,BusinessTravel,Age,Attrition,DailyRate,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,MonthlyRate,Over18,StandardHours,Attrition2,AgeAttritionRate,BusinessTravelAttritionRate,DepartmentAttritionRate,DistanceFromHomeAttritionRate,EducationAttritionRate,EducationFieldAttritionRate,EnvironmentSatisfactionAttritionRate,GenderAttritionRate,JobInvolvementAttritionRate,JobLevelAttritionRate,JobRoleAttritionRate,JobSatisfactionAttritionRate,MaritalStatusAttritionRate,NumCompaniesWorkedAttritionRate,OverTimeAttritionRate,PercentSalaryHikeAttritionRate,PerformanceRatingAttritionRate,RelationshipSatisfactionAttritionRate,StockOptionLevelAttritionRate,TotalWorkingYearsAttritionRate,TrainingTimesLastYearAttritionRate,WorkLifeBalanceAttritionRate,YearsAtCompanyAttritionRate,YearsInCurrentRoleAttritionRate,YearsSinceLastPromotionAttritionRate,YearsWithCurrManagerAttritionRate,MonthlyIncomeRangeAttritionRate,TotalAttritionScore
1145,5501 to 6000,4,1,7,10,3,3,10,0,1,3,14,Yes,1,Single,1,Laboratory Technician,2,1,Female,3,Medical,5,5,Research & Development,Travel_Rarely,45,No,1015,1,1611,50,5769,23447,Y,80,0,0.048780488,0.149568552,0.138397503,0.153846154,0.104166667,0.135775862,0.136865342,0.147959184,0.337349398,0.097378277,0.239382239,0.228373702,0.255319149,0.188099808,0.305288462,0.119402985,0.160771704,0.206521739,0.244057052,0.123762376,0.140529532,0.142217245,0.15,0.13963964,0.137254902,0.112244898,0.114754098,4.5
1146,5501 to 6000,3,1,3,5,3,1,6,0,2,3,13,Yes,1,Single,4,Sales Executive,2,3,Female,3,Technical Degree,3,10,Sales,Non-Travel,38,No,152,1,983,85,5666,19899,Y,80,0,0.034482759,0.08,0.206278027,0.127906977,0.173076923,0.242424242,0.136865342,0.147959184,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.188099808,0.305288462,0.162679426,0.160771704,0.148514851,0.244057052,0.176,0.126760563,0.142217245,0.107142857,0.118518519,0.137254902,0.133802817,0.114754098,4.2
1147,5501 to 6000,9,5,9,11,3,3,13,1,2,3,13,No,6,Married,1,Manufacturing Director,2,2,Male,4,Life Sciences,4,2,Research & Development,Travel_Rarely,34,No,470,1,339,84,5957,23687,Y,80,0,0.116883117,0.149568552,0.138397503,0.132701422,0.145728643,0.146864686,0.134529148,0.170068027,0.189333333,0.097378277,0.068965517,0.228373702,0.124814264,0.228571429,0.104364326,0.162679426,0.160771704,0.148514851,0.093959732,0.083333333,0.140529532,0.142217245,0.0625,0.089552239,0.044444444,0.09375,0.114754098,3.5
1148,5501 to 6000,4,0,2,6,3,5,6,2,3,3,14,No,1,Divorced,4,Sales Executive,2,3,Male,4,Medical,4,2,Sales,Travel_Rarely,33,No,392,1,1670,93,5505,3921,Y,80,0,0.206896552,0.149568552,0.206278027,0.132701422,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.100917431,0.188099808,0.104364326,0.119402985,0.160771704,0.154684096,0.075949367,0.176,0.117647059,0.142217245,0.118421053,0.182795699,0.189328744,0.112244898,0.114754098,3.9
1149,5501 to 6000,7,1,7,7,3,6,15,1,3,3,14,No,2,Divorced,4,Manufacturing Director,2,3,Male,2,Medical,2,2,Research & Development,Non-Travel,35,No,1180,1,1804,90,5762,24442,Y,80,0,0.128205128,0.08,0.138397503,0.132701422,0.156028369,0.135775862,0.149825784,0.170068027,0.144009217,0.097378277,0.068965517,0.11328976,0.100917431,0.109589041,0.104364326,0.119402985,0.160771704,0.154684096,0.093959732,0.125,0.092307692,0.142217245,0.122222222,0.13963964,0.137254902,0.143518519,0.114754098,3.4
1150,5501 to 6000,7,4,7,8,3,3,10,1,2,3,13,Yes,3,Divorced,3,Laboratory Technician,2,3,Male,4,Medical,5,9,Research & Development,Travel_Frequently,43,No,1001,1,663,72,5679,19627,Y,80,0,0.0625,0.249097473,0.138397503,0.211764706,0.104166667,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.239382239,0.165158371,0.100917431,0.100628931,0.305288462,0.162679426,0.160771704,0.148514851,0.093959732,0.123762376,0.140529532,0.142217245,0.1125,0.13963964,0.081967213,0.143518519,0.114754098,3.9
1151,5501 to 6000,8,0,8,9,3,3,11,1,3,3,15,No,7,Married,2,Laboratory Technician,2,3,Female,2,Life Sciences,4,24,Research & Development,Non-Travel,36,No,1105,1,419,47,5674,6927,Y,80,0,0.086956522,0.08,0.138397503,0.428571429,0.145728643,0.146864686,0.149825784,0.147959184,0.144009217,0.097378277,0.239382239,0.164285714,0.124814264,0.22972973,0.104364326,0.178217822,0.160771704,0.154684096,0.093959732,0.194444444,0.140529532,0.142217245,0.097560976,0.078651685,0.189328744,0.093457944,0.114754098,4.1
1152,5501 to 6000,10,5,8,11,3,4,15,1,3,3,14,No,3,Married,2,Sales Executive,2,3,Female,2,Marketing,2,2,Sales,Travel_Rarely,40,No,444,1,1986,92,5677,4258,Y,80,0,0.087719298,0.149568552,0.206278027,0.132701422,0.156028369,0.220125786,0.149825784,0.147959184,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.100628931,0.104364326,0.119402985,0.160771704,0.154684096,0.093959732,0.125,0.211382114,0.142217245,0.0625,0.078651685,0.044444444,0.111111111,0.114754098,3.6
1153,5501 to 6000,9,6,9,10,3,3,18,2,2,3,12,Yes,3,Divorced,1,Research Scientist,2,3,Male,4,Technical Degree,2,6,Research & Development,Travel_Rarely,52,No,956,1,630,78,5577,22087,Y,80,0,0.166666667,0.149568552,0.138397503,0.118644068,0.156028369,0.242424242,0.134529148,0.170068027,0.144009217,0.097378277,0.160958904,0.228373702,0.100917431,0.100628931,0.305288462,0.166666667,0.160771704,0.148514851,0.075949367,0.148148148,0.140529532,0.142217245,0.15,0.089552239,0.1875,0.09375,0.114754098,4
1154,5501 to 6000,2,1,3,5,3,2,12,1,4,3,13,Yes,2,Divorced,3,Healthcare Representative,2,1,Male,4,Life Sciences,4,1,Research & Development,Non-Travel,58,No,390,1,422,32,5660,17056,Y,80,0,0.357142857,0.08,0.138397503,0.125,0.145728643,0.146864686,0.134529148,0.170068027,0.337349398,0.097378277,0.06870229,0.165158371,0.100917431,0.109589041,0.305288462,0.162679426,0.160771704,0.148148148,0.093959732,0.104166667,0.179159049,0.142217245,0.107142857,0.118518519,0.137254902,0.145348837,0.114754098,4.1
1155,5501 to 6000,3,1,2,4,1,1,12,2,3,3,16,No,2,Married,2,Sales Executive,2,2,Male,3,Marketing,2,17,Sales,Travel_Rarely,36,No,335,1,1908,33,5507,16822,Y,80,0,0.086956522,0.149568552,0.206278027,0.25,0.156028369,0.220125786,0.136865342,0.170068027,0.189333333,0.097378277,0.174846626,0.164285714,0.124814264,0.109589041,0.104364326,0.179487179,0.160771704,0.154684096,0.075949367,0.104166667,0.126760563,0.3125,0.172727273,0.182795699,0.137254902,0.133802817,0.114754098,4.2
1156,5501 to 6000,2,0,3,4,2,2,9,3,1,3,17,No,3,Married,3,Manufacturing Director,2,3,Male,3,Life Sciences,3,19,Research & Development,Travel_Rarely,37,No,671,1,1631,85,5768,26493,Y,80,0,0.12,0.149568552,0.138397503,0.136363636,0.173076923,0.146864686,0.136865342,0.170068027,0.144009217,0.097378277,0.068965517,0.165158371,0.124814264,0.100628931,0.104364326,0.170731707,0.160771704,0.206521739,0.176470588,0.104166667,0.179159049,0.168604651,0.172727273,0.118518519,0.189328744,0.145348837,0.114754098,3.9
1157,5501 to 6000,13,2,7,20,3,2,20,1,1,3,11,No,1,Divorced,2,Research Scientist,2,3,Female,2,Medical,3,26,Research & Development,Travel_Frequently,40,No,1395,1,202,54,5605,8504,Y,80,0,0.087719298,0.249097473,0.138397503,0.12,0.173076923,0.135775862,0.149825784,0.147959184,0.144009217,0.097378277,0.160958904,0.164285714,0.100917431,0.188099808,0.104364326,0.195238095,0.160771704,0.206521739,0.093959732,0.066666667,0.179159049,0.142217245,0.037037037,0.13963964,0.169811321,0,0.114754098,3.7
1158,5501 to 6000,7,1,7,7,2,3,10,1,4,4,22,No,3,Divorced,4,Laboratory Technician,2,3,Male,4,Life Sciences,4,7,Research & Development,Travel_Rarely,31,No,655,1,76,48,5915,9528,Y,80,0,0.260869565,0.149568552,0.138397503,0.130952381,0.145728643,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.239382239,0.11328976,0.100917431,0.100628931,0.104364326,0.214285714,0.163716814,0.148148148,0.093959732,0.123762376,0.140529532,0.168604651,0.122222222,0.13963964,0.137254902,0.143518519,0.114754098,3.9
1159,5501 to 6000,5,0,2,6,3,4,16,1,4,3,14,No,2,Married,1,Sales Executive,2,3,Female,4,Marketing,3,3,Sales,Travel_Rarely,54,No,1147,1,303,52,5940,17011,Y,80,0,0,0.149568552,0.206278027,0.166666667,0.173076923,0.220125786,0.134529148,0.147959184,0.144009217,0.097378277,0.174846626,0.228373702,0.124814264,0.109589041,0.104364326,0.119402985,0.160771704,0.148148148,0.093959732,0.081081081,0.211382114,0.142217245,0.118421053,0.182795699,0.189328744,0.129032258,0.114754098,3.9
1160,5501 to 6000,2,0,7,10,3,3,14,0,3,3,11,Yes,4,Married,4,Human Resources,2,3,Male,1,Human Resources,5,1,Human Resources,Travel_Frequently,44,No,602,1,1642,37,5743,10503,Y,80,0,0.181818182,0.249097473,0.19047619,0.125,0.104166667,0.259259259,0.253521127,0.170068027,0.144009217,0.097378277,0.230769231,0.11328976,0.124814264,0.122302158,0.305288462,0.195238095,0.160771704,0.154684096,0.244057052,0.129032258,0.140529532,0.142217245,0.15,0.13963964,0.189328744,0.145348837,0.114754098,4.6
1161,5501 to 6000,4,4,2,6,3,3,6,0,4,3,11,Yes,1,Married,4,Sales Executive,2,2,Female,4,Marketing,3,10,Sales,Travel_Rarely,27,No,205,1,1403,98,5769,7100,Y,80,0,0.0625,0.149568552,0.206278027,0.127906977,0.173076923,0.220125786,0.134529148,0.147959184,0.189333333,0.097378277,0.174846626,0.11328976,0.124814264,0.188099808,0.305288462,0.195238095,0.160771704,0.148148148,0.244057052,0.176,0.140529532,0.142217245,0.118421053,0.182795699,0.081967213,0.112244898,0.114754098,4.2
1162,5501 to 6000,5,8,7,9,1,2,10,2,3,3,11,Yes,0,Married,4,Healthcare Representative,2,3,Female,4,Medical,3,12,Research & Development,Travel_Rarely,31,No,616,1,961,41,5855,17369,Y,80,0,0.260869565,0.149568552,0.138397503,0.3,0.173076923,0.135775862,0.134529148,0.147959184,0.144009217,0.097378277,0.06870229,0.11328976,0.124814264,0.116751269,0.305288462,0.195238095,0.160771704,0.154684096,0.075949367,0.123762376,0.179159049,0.3125,0.097560976,0.13963964,0,0.129032258,0.114754098,4.1
1163,5501 to 6000,8,1,4,10,2,2,10,0,3,3,16,No,1,Single,4,Laboratory Technician,2,2,Male,1,Life Sciences,4,4,Research & Development,Travel_Rarely,36,No,172,1,1435,37,5810,22604,Y,80,0,0.086956522,0.149568552,0.138397503,0.140625,0.145728643,0.146864686,0.253521127,0.170068027,0.189333333,0.097378277,0.239382239,0.11328976,0.255319149,0.188099808,0.104364326,0.179487179,0.160771704,0.154684096,0.244057052,0.123762376,0.179159049,0.168604651,0.15,0.144230769,0.137254902,0.093457944,0.114754098,4.3
1164,5501 to 6000,1,0,0,1,3,1,8,0,1,3,13,Yes,3,Married,3,Manufacturing Director,2,2,Male,2,Life Sciences,2,23,Research & Development,Travel_Rarely,35,Yes,556,1,261,50,5916,15497,Y,80,1,0.128205128,0.149568552,0.138397503,0.185185185,0.156028369,0.146864686,0.149825784,0.170068027,0.189333333,0.097378277,0.068965517,0.165158371,0.124814264,0.100628931,0.305288462,0.162679426,0.160771704,0.206521739,0.244057052,0.155339806,0.126760563,0.142217245,0.34502924,0.299180328,0.189328744,0.144736842,0.114754098,4.6
1165,5501 to 6000,7,0,3,8,3,2,9,0,3,3,19,No,0,Single,1,Healthcare Representative,2,4,Male,2,Medical,2,16,Research & Development,Travel_Rarely,28,No,1476,1,412,68,5661,4824,Y,80,0,0.291666667,0.149568552,0.138397503,0.21875,0.156028369,0.135775862,0.149825784,0.170068027,0.090277778,0.097378277,0.06870229,0.228373702,0.255319149,0.116751269,0.104364326,0.118421053,0.160771704,0.154684096,0.244057052,0.104166667,0.179159049,0.142217245,0.1125,0.118518519,0.189328744,0.143518519,0.114754098,4.2
1166,5501 to 6000,2,0,2,3,3,3,9,1,4,3,13,Yes,3,Married,1,Laboratory Technician,2,4,Male,1,Life Sciences,4,6,Research & Development,Travel_Frequently,36,No,1302,1,1594,80,5562,19711,Y,80,0,0.086956522,0.249097473,0.138397503,0.118644068,0.145728643,0.146864686,0.253521127,0.170068027,0.090277778,0.097378277,0.239382239,0.228373702,0.124814264,0.100628931,0.305288462,0.162679426,0.160771704,0.148148148,0.093959732,0.104166667,0.140529532,0.142217245,0.15625,0.182795699,0.189328744,0.145348837,0.114754098,4.2
1167,5501 to 6000,8,2,7,9,3,2,9,3,3,4,20,No,1,Divorced,3,Healthcare Representative,2,3,Male,4,Life Sciences,2,7,Research & Development,Travel_Frequently,33,No,1303,1,1970,36,5968,18079,Y,80,0,0.206896552,0.249097473,0.138397503,0.130952381,0.156028369,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.06870229,0.165158371,0.100917431,0.188099808,0.104364326,0.127272727,0.163716814,0.154684096,0.176470588,0.104166667,0.179159049,0.142217245,0.097560976,0.13963964,0.169811321,0.093457944,0.114754098,3.9
1168,5501 to 6000,8,0,6,9,3,4,14,0,3,4,21,Yes,4,Single,4,Sales Executive,2,3,Male,1,Marketing,4,5,Sales,Travel_Frequently,46,No,1211,1,62,98,5772,20445,Y,80,0,0.121212121,0.249097473,0.206278027,0.153846154,0.145728643,0.220125786,0.253521127,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.122302158,0.305288462,0.104166667,0.163716814,0.154684096,0.244057052,0.129032258,0.211382114,0.142217245,0.097560976,0.054054054,0.189328744,0.093457944,0.114754098,4.4
1169,5501 to 6000,0,0,3,5,1,4,7,0,1,3,11,No,5,Single,2,Sales Executive,2,3,Female,1,Technical Degree,3,13,Sales,Travel_Frequently,29,Yes,115,1,1487,51,5765,17485,Y,80,1,0.264705882,0.249097473,0.206278027,0.315789474,0.173076923,0.242424242,0.253521127,0.147959184,0.144009217,0.097378277,0.174846626,0.164285714,0.255319149,0.253968254,0.104364326,0.195238095,0.160771704,0.206521739,0.244057052,0.222222222,0.211382114,0.3125,0.107142857,0.118518519,0.189328744,0.323193916,0.114754098,5.5
1170,5501 to 6000,0,1,0,1,3,2,15,1,3,3,16,Yes,3,Married,4,Healthcare Representative,2,1,Male,2,Medical,3,18,Research & Development,Travel_Rarely,38,No,833,1,1766,60,5811,24539,Y,80,0,0.034482759,0.149568552,0.138397503,0.153846154,0.173076923,0.135775862,0.149825784,0.170068027,0.337349398,0.097378277,0.06870229,0.11328976,0.124814264,0.100628931,0.305288462,0.179487179,0.160771704,0.154684096,0.093959732,0.125,0.179159049,0.142217245,0.34502924,0.299180328,0.137254902,0.323193916,0.114754098,4.5
1171,5501 to 6000,9,3,7,10,3,3,10,2,1,3,19,No,1,Divorced,4,Manufacturing Director,2,2,Female,4,Other,2,2,Research & Development,Travel_Rarely,45,No,1329,1,1635,59,5770,5388,Y,80,0,0.048780488,0.149568552,0.138397503,0.132701422,0.156028369,0.134146341,0.134529148,0.147959184,0.189333333,0.097378277,0.068965517,0.11328976,0.100917431,0.188099808,0.104364326,0.118421053,0.160771704,0.206521739,0.075949367,0.123762376,0.140529532,0.142217245,0.15,0.13963964,0.173076923,0.09375,0.114754098,3.5
1172,5501 to 6000,7,7,0,8,3,3,8,1,3,4,24,Yes,1,Divorced,1,Sales Executive,2,4,Female,1,Medical,2,7,Sales,Travel_Rarely,38,No,322,1,382,44,5605,19191,Y,80,0,0.034482759,0.149568552,0.206278027,0.130952381,0.156028369,0.135775862,0.253521127,0.147959184,0.090277778,0.097378277,0.174846626,0.228373702,0.100917431,0.188099808,0.305288462,0.285714286,0.163716814,0.154684096,0.093959732,0.155339806,0.140529532,0.142217245,0.1125,0.299180328,0.210526316,0.143518519,0.114754098,4.4
1173,5501 to 6000,2,1,2,3,3,1,10,1,3,3,19,No,6,Married,3,Sales Executive,2,1,Female,1,Life Sciences,4,21,Sales,Non-Travel,39,No,1251,1,1929,32,5736,3987,Y,80,0,0.142857143,0.08,0.206278027,0.166666667,0.145728643,0.146864686,0.253521127,0.147959184,0.337349398,0.097378277,0.174846626,0.165158371,0.124814264,0.228571429,0.104364326,0.118421053,0.160771704,0.154684096,0.093959732,0.123762376,0.126760563,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.114754098,4.2
1174,5501 to 6000,3,0,4,6,3,1,6,0,4,3,11,Yes,1,Single,3,Sales Executive,2,2,Male,3,Marketing,3,5,Sales,Travel_Rarely,25,Yes,240,1,142,46,5744,26959,Y,80,1,0.230769231,0.149568552,0.206278027,0.153846154,0.173076923,0.220125786,0.136865342,0.170068027,0.189333333,0.097378277,0.174846626,0.165158371,0.255319149,0.188099808,0.305288462,0.195238095,0.160771704,0.148148148,0.244057052,0.176,0.126760563,0.142217245,0.118421053,0.144230769,0.189328744,0.133802817,0.114754098,4.7
1175,5501 to 6000,9,0,7,10,3,3,19,0,4,3,14,No,6,Single,2,Healthcare Representative,2,3,Male,3,Life Sciences,4,13,Research & Development,Travel_Rarely,46,No,717,1,1727,34,5562,9697,Y,80,0,0.121212121,0.149568552,0.138397503,0.315789474,0.145728643,0.146864686,0.136865342,0.170068027,0.144009217,0.097378277,0.06870229,0.164285714,0.255319149,0.228571429,0.104364326,0.119402985,0.160771704,0.148148148,0.244057052,0.136363636,0.140529532,0.142217245,0.15,0.13963964,0.189328744,0.09375,0.114754098,4.2
1176,5501 to 6000,7,7,7,7,3,5,7,1,3,4,20,No,1,Married,4,Sales Executive,2,3,Male,1,Life Sciences,4,2,Sales,Travel_Frequently,43,No,1422,1,1849,92,5675,19246,Y,80,0,0.0625,0.249097473,0.206278027,0.132701422,0.145728643,0.146864686,0.253521127,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.124814264,0.188099808,0.104364326,0.127272727,0.163716814,0.154684096,0.093959732,0.222222222,0.117647059,0.142217245,0.122222222,0.13963964,0.210526316,0.143518519,0.114754098,4.1
1177,5501 to 6000,7,0,5,7,4,2,7,1,3,3,18,No,1,Divorced,3,Manufacturing Director,2,2,Male,1,Life Sciences,4,1,Research & Development,Travel_Rarely,37,No,1115,1,77,51,5993,2689,Y,80,0,0.12,0.149568552,0.138397503,0.125,0.145728643,0.146864686,0.253521127,0.170068027,0.189333333,0.097378277,0.068965517,0.165158371,0.100917431,0.188099808,0.104364326,0.146067416,0.160771704,0.154684096,0.093959732,0.222222222,0.179159049,0.176470588,0.122222222,0.027777778,0.189328744,0.143518519,0.114754098,3.9
1178,5501 to 6000,3,1,2,6,3,2,9,2,3,3,13,No,7,Divorced,4,Healthcare Representative,2,2,Female,3,Medical,2,25,Research & Development,Travel_Rarely,37,No,367,1,1161,52,5731,17171,Y,80,0,0.12,0.149568552,0.138397503,0.24,0.156028369,0.135775862,0.136865342,0.147959184,0.189333333,0.097378277,0.06870229,0.11328976,0.100917431,0.22972973,0.104364326,0.162679426,0.160771704,0.154684096,0.075949367,0.104166667,0.179159049,0.142217245,0.118421053,0.182795699,0.137254902,0.133802817,0.114754098,3.8
1179,5501 to 6000,3,2,2,5,2,2,10,0,4,3,12,No,9,Single,2,Healthcare Representative,2,3,Male,4,Medical,3,4,Research & Development,Travel_Rarely,44,No,625,1,852,50,5933,5197,Y,80,0,0.181818182,0.149568552,0.138397503,0.140625,0.173076923,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.06870229,0.164285714,0.255319149,0.230769231,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0.123762376,0.179159049,0.168604651,0.107142857,0.182795699,0.169811321,0.133802817,0.114754098,4.2
1180,5501 to 6000,4,7,7,8,3,0,8,0,2,3,12,Yes,1,Single,4,Sales Executive,2,2,Male,4,Marketing,4,4,Sales,Travel_Rarely,26,Yes,950,1,401,48,5828,8450,Y,80,1,0.307692308,0.149568552,0.206278027,0.140625,0.145728643,0.220125786,0.134529148,0.170068027,0.189333333,0.097378277,0.174846626,0.11328976,0.255319149,0.188099808,0.305288462,0.166666667,0.160771704,0.148514851,0.244057052,0.155339806,0.277777778,0.142217245,0.1125,0.13963964,0.210526316,0.112244898,0.114754098,4.8
1181,5501 to 6000,2,1,0,6,2,5,6,1,1,3,14,No,1,Married,3,Sales Executive,2,3,Female,2,Medical,2,3,Sales,Travel_Rarely,29,No,1176,1,690,62,5561,3487,Y,80,0,0.264705882,0.149568552,0.206278027,0.166666667,0.156028369,0.135775862,0.149825784,0.147959184,0.144009217,0.097378277,0.174846626,0.165158371,0.124814264,0.188099808,0.104364326,0.119402985,0.160771704,0.206521739,0.093959732,0.176,0.117647059,0.168604651,0.118421053,0.299180328,0.137254902,0.145348837,0.114754098,4.2
1182,5501 to 6000,4,0,3,5,1,2,6,1,4,3,16,No,0,Married,1,Sales Executive,2,3,Male,2,Medical,4,18,Sales,Travel_Rarely,35,No,682,1,1945,71,5561,15975,Y,80,0,0.128205128,0.149568552,0.206278027,0.153846154,0.145728643,0.135775862,0.149825784,0.170068027,0.144009217,0.097378277,0.174846626,0.228373702,0.124814264,0.116751269,0.104364326,0.179487179,0.160771704,0.148148148,0.093959732,0.176,0.179159049,0.3125,0.107142857,0.118518519,0.189328744,0.112244898,0.114754098,4.1
1183,5501 to 6000,5,0,4,6,1,0,8,0,1,3,11,Yes,8,Single,4,Sales Executive,2,3,Female,2,Life Sciences,2,1,Sales,Travel_Rarely,41,Yes,1102,1,1,94,5993,19479,Y,80,1,0.15,0.149568552,0.206278027,0.125,0.156028369,0.146864686,0.149825784,0.147959184,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.12244898,0.305288462,0.195238095,0.160771704,0.206521739,0.244057052,0.155339806,0.277777778,0.3125,0.118421053,0.144230769,0.189328744,0.129032258,0.114754098,4.7
1184,5501 to 6000,2,1,2,2,3,2,10,1,2,3,14,No,9,Divorced,4,Healthcare Representative,2,3,Male,4,Life Sciences,4,23,Research & Development,Travel_Rarely,38,No,688,1,393,82,5745,18899,Y,80,0,0.034482759,0.149568552,0.138397503,0.185185185,0.145728643,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.06870229,0.11328976,0.100917431,0.230769231,0.104364326,0.119402985,0.160771704,0.148514851,0.093959732,0.123762376,0.179159049,0.142217245,0.212598425,0.182795699,0.137254902,0.145348837,0.114754098,3.7
1185,5501 to 6000,8,7,0,9,3,2,10,1,2,4,21,No,0,Married,4,Healthcare Representative,2,2,Male,2,Medical,3,23,Research & Development,Travel_Rarely,31,No,1463,1,367,64,5582,14408,Y,80,0,0.260869565,0.149568552,0.138397503,0.185185185,0.173076923,0.135775862,0.149825784,0.170068027,0.189333333,0.097378277,0.06870229,0.11328976,0.124814264,0.116751269,0.104364326,0.104166667,0.163716814,0.148514851,0.093959732,0.123762376,0.179159049,0.142217245,0.097560976,0.299180328,0.210526316,0.093457944,0.114754098,3.9
1186,5501 to 6000,9,1,8,10,3,2,11,2,4,3,13,No,1,Married,4,Research Scientist,2,3,Female,4,Medical,2,28,Research & Development,Travel_Rarely,30,No,1275,1,441,64,5775,11934,Y,80,0,0.15,0.149568552,0.138397503,0.086956522,0.156028369,0.135775862,0.134529148,0.147959184,0.144009217,0.097378277,0.160958904,0.11328976,0.124814264,0.188099808,0.104364326,0.162679426,0.160771704,0.148148148,0.075949367,0.194444444,0.179159049,0.142217245,0.15,0.078651685,0.137254902,0.09375,0.114754098,3.7
1187,5501 to 6000,3,1,5,6,2,3,6,0,1,4,20,No,1,Married,3,Sales Executive,2,3,Female,2,Life Sciences,1,9,Sales,Travel_Rarely,34,No,1400,1,1163,70,5714,5829,Y,80,0,0.116883117,0.149568552,0.206278027,0.211764706,0.182352941,0.146864686,0.149825784,0.147959184,0.144009217,0.097378277,0.174846626,0.165158371,0.124814264,0.188099808,0.104364326,0.127272727,0.163716814,0.206521739,0.244057052,0.176,0.140529532,0.168604651,0.118421053,0.027777778,0.137254902,0.133802817,0.114754098,4.1
1188,5501 to 6000,7,3,11,13,4,3,16,0,4,3,16,No,8,Single,2,Laboratory Technician,2,3,Male,4,Life Sciences,2,5,Research & Development,Travel_Rarely,36,No,1396,1,304,62,5914,9945,Y,80,0,0.086956522,0.149568552,0.138397503,0.153846154,0.156028369,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.239382239,0.164285714,0.255319149,0.12244898,0.104364326,0.179487179,0.160771704,0.148148148,0.244057052,0.081081081,0.140529532,0.176470588,0.083333333,0,0.173076923,0.143518519,0.114754098,3.9
1189,5501 to 6000,8,3,8,9,2,2,10,2,4,3,13,No,0,Married,4,Manufacturing Director,2,2,Female,2,Life Sciences,2,25,Research & Development,Travel_Rarely,45,No,556,1,1888,93,5906,23888,Y,80,0,0.048780488,0.149568552,0.138397503,0.24,0.156028369,0.146864686,0.149825784,0.147959184,0.189333333,0.097378277,0.068965517,0.11328976,0.124814264,0.116751269,0.104364326,0.162679426,0.160771704,0.148148148,0.075949367,0.123762376,0.179159049,0.168604651,0.097560976,0.078651685,0.173076923,0.093457944,0.114754098,3.6
1190,5501 to 6000,8,0,7,10,3,4,10,0,3,3,11,Yes,1,Married,4,Sales Executive,2,3,Male,1,Marketing,4,26,Sales,Travel_Frequently,31,Yes,754,1,1967,63,5617,21075,Y,80,1,0.260869565,0.249097473,0.206278027,0.12,0.145728643,0.220125786,0.253521127,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.124814264,0.188099808,0.305288462,0.195238095,0.160771704,0.154684096,0.244057052,0.123762376,0.211382114,0.142217245,0.15,0.13963964,0.189328744,0.093457944,0.114754098,4.7
1191,5501 to 6000,9,5,11,15,4,1,17,1,3,3,14,No,4,Married,3,Sales Executive,2,2,Female,4,Life Sciences,4,4,Sales,Travel_Rarely,39,No,1329,1,182,47,5902,14590,Y,80,0,0.142857143,0.149568552,0.206278027,0.140625,0.145728643,0.146864686,0.134529148,0.147959184,0.189333333,0.097378277,0.174846626,0.165158371,0.124814264,0.122302158,0.104364326,0.119402985,0.160771704,0.154684096,0.093959732,0.090909091,0.126760563,0.176470588,0.05,0,0.044444444,0.09375,0.114754098,3.4
1192,5501 to 6000,12,4,7,15,3,2,17,0,4,3,12,Yes,6,Single,1,Manufacturing Director,2,4,Female,1,Life Sciences,4,2,Research & Development,Travel_Frequently,38,No,240,1,803,75,5980,26085,Y,80,0,0.034482759,0.249097473,0.138397503,0.132701422,0.145728643,0.146864686,0.253521127,0.147959184,0.090277778,0.097378277,0.068965517,0.228373702,0.255319149,0.228571429,0.305288462,0.166666667,0.160771704,0.148148148,0.244057052,0.090909091,0.179159049,0.142217245,0.05,0.13963964,0.081967213,0,0.114754098,4
